num,title,description,format,status,AdDate,category,category1,category1_desc,category2,category2_desc,category3,category3_desc,Code,Campaign,Objective,Budget,Product,Start_Date,End_Date,Audience_Interest,Audience_Segment,Client,Client_Budget,City
3942,Autumn Vibes: Cozy Up with Fall Essentials!,Fall in love with fall fashion! Explore our latest collection and stay on-trend with cozy and stylish fall essentials.,Email Marketing,Paused,2017-10-21,"['Clothing', 'Accessories', 'Scarves']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Scarves,Wrap up in style with our collection of cozy and fashionable scarves.,145000 SpringSale2024 2018-09-10,SpringSale2024,Boost sales during spring season,150000,Real Sociedad Backpack  93.32 Multi-Compartment,2018-09-10,2019-09-10,Fashion - Shopping,18-35,Vendrell y asociados S.A.,470000,"Pontevedra, Spain"
3943,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Email Marketing,Scheduled,2022-08-26,"['Home', 'Kitchen', 'Appliances', 'Coffee Makers']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Appliances,Upgrade your kitchen with innovative and efficient kitchen appliances.,445000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Ponferradina Jersey XL Official 116.64  Summer Blend,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
3944,Tech Treasures: Discover Digital Marvels!,Unlock the digital world with Digital Discoveries. Explore the latest in technology and enhance your digital lifestyle!,In-App Ads,Rejected,2017-12-15,"['Toys', 'Educational', 'STEM']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Educational,Encourage learning through play with our educational toys and games.,STEM,Encourage STEM education and curiosity with our selection of STEM toys.,255000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Málaga Jersey 3XL Official 129.97  Summer Blend,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
3945,Mindful Moments: Find Your Inner Peace!,Find your inner peace with Mindful Moments. Explore products that promote mindfulness and relaxation!,Audio Ads,Cancelled,2018-09-20,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,500000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Huesca Jersey XS 54.99  All Seasons Polyester,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
3946,Spring into Savings with Our Latest Offers!,Kickstart 2024 with new savings and exclusive deals. Explore a world of opportunities with our New Year collection!,Video Ads,Active,2022-11-25,"['Clothing', 'Accessories', 'Scarves']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Scarves,Wrap up in style with our collection of cozy and fashionable scarves.,190000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Villarreal B Backpack Official 95.65 Multi-Compartment,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
3947,Gizmo Gala: Exclusive Tech Extravaganza!,"Tech enthusiasts, rejoice! Tech Tuesday brings you exclusive offers on the latest gadgets and electronics. Don't miss out!",Influencer Marketing,Cancelled,2020-07-31,"['Toys', 'Outdoor', 'Water Toys']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Water Toys,Make a splash and create lasting memories with our fun water toys.,450000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Fuenlabrada Jersey S 138.31  Summer Blend,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
3948,Jet Set Go: Travel Essentials at Unbeatable Prices!,Plan your next escape with Travel Treats! Explore exclusive discounts on travel essentials and accessories. Bon voyage!,In-App Ads,Draft,2019-05-29,"['Clothing', 'Accessories', 'Scarves']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Scarves,Wrap up in style with our collection of cozy and fashionable scarves.,335000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Fuenlabrada Sweatshirt 2XL Official 110.64  Summer Blend,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
3949,Wellness Week: Pamper Yourself with Discounts!,Indulge in self-care with Wellness Week. Pamper yourself with discounts on wellness products and relaxation essentials!,In-App Ads,Draft,2020-05-23,"['Clothing', 'Accessories', 'Hats']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Hats,Top off your look with our stylish and functional hats for every occasion.,420000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Real Madrid Cup  37.98 Microwave and Dishwasher Safe,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
3950,Sizzling Savings Event: Shop Now and Save!,Sizzle with savings at our Sizzling Savings Event. Shop now and save big on a variety of products!,Video Ads,Archived,2019-07-12,"['Clothing', ""Children's Clothing"", 'Toddlers', 'Dresses']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Toddlers,Explore adorable clothing and essentials designed for toddlers.,370000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Atlético Madrid Jersey XL 83.32  All Seasons Polyester,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
3951,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Interactive Ads,Archived,2024-05-28,"['Home', 'Bedroom', 'Bedding', 'Sheets']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Bedroom,Create a relaxing and comfortable bedroom with our premium bedding essentials.,Bedding,Create a cozy and inviting bedroom atmosphere with our high-quality bedding essentials.,385000 YearEndClearance 2023-08-20,YearEndClearance,Clear out year-end inventory,50000,Sporting Huelva Goalkeeper Gloves L 236.97,2023-08-20,2024-08-20,Wellness - Fitness,22-50,Comercializadora Ayala S.Coop.,825000,"Zaragoza, Spain"
3952,Wellness Week: Pamper Yourself with Discounts!,Indulge in self-care with Wellness Week. Pamper yourself with discounts on wellness products and relaxation essentials!,Sponsored Content,Pending Approval,2018-12-15,"['Beauty', 'Haircare', 'Conditioners', 'Hydrating']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Conditioners,Keep your hair silky-smooth with our hydrating and nourishing hair conditioners.,200000 TechTuesday 2022-08-22,TechTuesday,Showcase new tech products,500000,Alhama Polo Shirt XL 45.49  All Seasons Polyester,2022-08-22,2023-08-22,Gaming - Technology,15-35,Larrea y Cabrera S.Coop.,962000,"Huelva, Spain"
3953,"Wellness Wonderland: Healthier Choices, Happier You!",Take a break and focus on your well-being. Wellness Week brings you discounts on self-care products and more!,Video Ads,Suspended,2020-05-24,"['Home', 'Decor']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Decor,Transform your living space with our decorative items and home accents.,,,275000 SpringSale2024 2018-09-10,SpringSale2024,Boost sales during spring season,150000,Málaga Long Pants M Official 155.97  Summer Blend,2018-09-10,2019-09-10,Fashion - Shopping,18-35,Vendrell y asociados S.A.,470000,"Pontevedra, Spain"
3954,Sizzling Savings Event: Shop Now and Save!,Sizzle with savings at our Sizzling Savings Event. Shop now and save big on a variety of products!,Interstitial Ads,Rejected,2022-01-27,"['Clothing', ""Children's Clothing"", 'Teens', 'T-Shirts']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Teens,Discover trendy and comfortable clothing options for teenagers.,485000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Valencia Sweatshirt 3XL 91.98  Summer Blend,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
3955,Unleash Your Style with Our Spring Collection!,"Step into the new year with style and savings. Kickstart 2024 with our exclusive collection. New year, new savings!",Rich Media Ads,Active,2019-04-09,"['Beauty', 'Haircare', 'Shampoos', 'Volumizing']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Shampoos,Revitalize your hair with our specially formulated shampoos for different hair types.,335000 SpringSale2024 2018-09-10,SpringSale2024,Boost sales during spring season,150000,Alhama Sweatshirt 2XL 51.99  Summer Blend,2018-09-10,2019-09-10,Fashion - Shopping,18-35,Vendrell y asociados S.A.,470000,"Pontevedra, Spain"
3956,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Email Marketing,Expired,2021-05-19,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,150000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Amorebieta Jersey S 113.31  Summer Blend,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
3957,Flash Friday Sale: Don't Miss Out!,Flash Friday Sale is back! Don't miss out on 24 hours of incredible discounts. Grab the best deals before they're gone!,Augmented Reality Ads,Expired,2021-06-09,"['Automotive', 'Maintenance', 'Oil Changes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Maintenance,Ensure the longevity of your vehicle with our reliable maintenance products.,Oil Changes,Ensure the health of your vehicle with regular and efficient oil changes.,135000 CozyComforts 2022-04-22,CozyComforts,Promote cozy and comfortable items,50000,Oviedo Goalkeeper Gloves S 125.99,2022-04-22,2024-04-22,Science Fiction - Technology,15-35,Desarrollo del Mediterráneo S.L.N.E,717000,"Málaga, Spain"
3958,Warm Up Your Winter: Cozy Comforts Await!,Cozy up with our collection of warm and comfortable essentials. Embrace the chill with our cozy comfort products!,Augmented Reality Ads,Expired,2024-08-13,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,310000 FallFashionFrenzy 2023-10-24,FallFashionFrenzy,Highlight fall fashion trends,30000,Sevilla Cup Official 39.31 Microwave and Dishwasher Safe,2023-10-24,2025-10-24,Foodie - Cooking,18-50,Ramirez y Olivera S.C.P,628000,"Girona, Spain"
3959,Fitness Fiesta: Achieve Your Fitness Goals!,Indulge in culinary delights with Foodie Fiesta. Savor irresistible flavors with our exclusive deals on gourmet delights!,Carousel Ads,Paused,2017-09-16,"['Automotive', 'Car Parts', 'Brakes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Car Parts,Find high-quality car parts to maintain the performance and safety of your vehicle.,Brakes,Ensure the safety of your vehicle with our reliable brake components.,370000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Ibiza Sweatshirt XL Official 107.97  Summer Blend,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
3960,Autumn Vibes: Cozy Up with Fall Essentials!,Fall in love with fall fashion! Explore our latest collection and stay on-trend with cozy and stylish fall essentials.,Sponsored Content,Draft,2022-12-14,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,440000 CozyComforts 2022-04-22,CozyComforts,Promote cozy and comfortable items,50000,Huesca Cap 2XL 21.99 UV Protection,2022-04-22,2024-04-22,Science Fiction - Technology,15-35,Desarrollo del Mediterráneo S.L.N.E,717000,"Málaga, Spain"
